school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,course
GP,M,16.0,U,LE3,T,1.0,2.0,other,other,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,7,0,0,mat
GP,M,17.0,U,GT3,T,1.0,3.0,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10,mat
GP,M,17.0,R,LE3,T,1.0,1.0,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7,mat
GP,M,16.0,U,GT3,T,3.0,2.0,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,12,11,12,mat
GP,M,16.0,U,GT3,T,2.0,2.0,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10,mat
GP,F,16.0,U,GT3,T,4.0,2.0,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16,mat
GP,F,16.0,U,GT3,T,2.0,2.0,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0,mat
GP,F,16.0,U,GT3,T,4.0,4.0,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14,mat
GP,M,16.0,U,GT3,T,3.0,4.0,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0,mat
GP,M,16.0,U,GT3,T,1.0,0.0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,mat
GP,M,17.0,U,LE3,T,4.0,4.0,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,mat
GP,F,16.0,U,GT3,T,1.0,3.0,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0,mat
GP,F,16.0,U,LE3,T,3.0,3.0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,mat
GP,M,17.0,U,LE3,T,4.0,3.0,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,mat
GP,F,16.0,U,GT3,T,2.0,2.0,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,mat
GP,M,17.0,U,GT3,T,3.0,3.0,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,mat
GP,M,16.0,R,GT3,T,4.0,2.0,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,mat
GP,M,17.0,U,GT3,T,4.0,3.0,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,mat
GP,M,16.0,U,GT3,T,4.0,3.0,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,mat
GP,M,16.0,U,GT3,T,3.0,3.0,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,mat
GP,F,17.0,U,GT3,T,2.0,4.0,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,mat
GP,F,17.0,U,LE3,T,3.0,3.0,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,mat
GP,F,16.0,U,GT3,T,,,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,mat
GP,M,17.0,U,GT3,T,3.0,3.0,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,mat
GP,M,16.0,U,GT3,T,1.0,2.0,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,mat
GP,M,16.0,U,LE3,T,2.0,1.0,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,mat
GP,F,17.0,U,GT3,A,3.0,3.0,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,mat
GP,M,17.0,R,GT3,T,1.0,2.0,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,mat
GP,F,16.0,U,GT3,T,2.0,3.0,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,mat
GP,F,17.0,U,GT3,T,1.0,1.0,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,mat
GP,M,17.0,U,GT3,T,1.0,2.0,at_home,services,other,,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,mat
GP,M,16.0,R,GT3,T,3.0,3.0,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,mat
GP,M,16.0,U,GT3,T,2.0,3.0,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,mat
GP,F,17.0,U,LE3,T,2.0,4.0,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,mat
GP,M,17.0,U,GT3,T,4.0,4.0,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,mat
GP,M,16.0,R,LE3,T,3.0,3.0,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,mat
GP,F,17.0,U,GT3,T,4.0,4.0,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,mat
GP,F,16.0,U,LE3,T,4.0,4.0,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,mat
GP,F,16.0,U,GT3,T,4.0,3.0,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,mat
GP,F,16.0,U,GT3,T,2.0,3.0,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,mat
GP,F,17.0,U,GT3,T,1.0,1.0,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,mat
GP,F,17.0,R,GT3,T,2.0,2.0,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,mat
GP,F,16.0,R,GT3,T,2.0,2.0,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,mat
GP,F,17.0,U,GT3,T,3.0,4.0,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,mat
GP,F,16.0,U,GT3,A,,,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,mat
GP,F,16.0,U,GT3,T,4.0,3.0,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,mat
GP,F,16.0,U,GT3,T,1.0,1.0,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,mat
GP,F,17.0,R,GT3,T,4.0,3.0,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,mat
GP,F,19.0,U,GT3,T,3.0,3.0,other,other,reputation,,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,mat
GP,M,17.0,U,LE3,T,4.0,4.0,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,mat
GP,F,16.0,U,GT3,A,2.0,2.0,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,mat
GP,M,18.0,U,GT3,T,2.0,2.0,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,mat
GP,F,17.0,R,LE3,T,4.0,4.0,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,mat
GP,F,17.0,U,LE3,T,3.0,2.0,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,mat
GP,F,17.0,U,GT3,T,4.0,3.0,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,mat
GP,M,18.0,U,LE3,T,3.0,3.0,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,mat
GP,F,17.0,U,GT3,T,2.0,3.0,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,mat
GP,F,17.0,U,GT3,T,2.0,2.0,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,mat
GP,F,17.0,R,GT3,T,2.0,1.0,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,mat
GP,F,17.0,U,GT3,T,1.0,1.0,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,mat
GP,F,16.0,U,GT3,T,2.0,3.0,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,mat
GP,M,18.0,U,GT3,T,2.0,2.0,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,mat
GP,F,16.0,U,GT3,T,4.0,4.0,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,mat
GP,F,18.0,R,GT3,T,3.0,1.0,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,mat
GP,F,17.0,U,GT3,T,3.0,2.0,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,mat
GP,M,17.0,U,LE3,T,2.0,3.0,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,mat
GP,M,18.0,U,LE3,T,2.0,1.0,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,mat
GP,F,17.0,U,GT3,A,2.0,1.0,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,mat
GP,F,17.0,U,LE3,T,4.0,3.0,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,mat
GP,M,17.0,R,GT3,T,2.0,2.0,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,mat
GP,M,17.0,U,GT3,T,4.0,4.0,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,mat
GP,M,16.0,U,GT3,T,4.0,4.0,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,mat
GP,M,16.0,U,LE3,T,1.0,1.0,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6,mat
GP,M,16.0,U,GT3,T,3.0,2.0,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,mat
GP,M,17.0,U,LE3,T,2.0,2.0,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,mat
GP,F,16.0,U,GT3,T,2.0,1.0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,mat
GP,F,17.0,R,GT3,T,2.0,1.0,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,mat
GP,M,18.0,U,GT3,T,2.0,2.0,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0,mat
GP,M,17.0,U,LE3,T,4.0,3.0,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,mat
GP,M,17.0,R,LE3,A,4.0,4.0,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,mat
GP,M,16.0,U,LE3,T,4.0,3.0,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,mat
GP,M,16.0,U,GT3,T,4.0,4.0,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,mat
GP,F,18.0,U,GT3,T,2.0,1.0,other,other,course,,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,mat
GP,M,16.0,U,GT3,T,2.0,1.0,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,mat
GP,M,17.0,U,GT3,T,2.0,3.0,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,mat
GP,M,22.0,U,GT3,T,3.0,1.0,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,mat
GP,M,18.0,R,LE3,T,3.0,3.0,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,mat
GP,M,16.0,U,GT3,T,0.0,2.0,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,mat
GP,M,18.0,U,GT3,T,3.0,2.0,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,mat
GP,M,16.0,U,GT3,T,3.0,3.0,at_home,other,reputation,,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,mat
GP,M,18.0,U,GT3,T,2.0,1.0,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,mat
GP,M,16.0,R,GT3,T,2.0,1.0,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,mat
GP,M,17.0,R,GT3,T,2.0,1.0,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,mat
GP,M,17.0,U,LE3,T,1.0,1.0,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,mat
GP,F,17.0,U,LE3,T,4.0,2.0,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,mat
GP,M,19.0,U,LE3,A,4.0,3.0,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,mat
GP,M,18.0,U,GT3,T,2.0,1.0,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,mat
GP,F,17.0,U,LE3,T,2.0,2.0,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,mat
GP,F,18.0,U,GT3,T,4.0,3.0,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,mat
GP,M,18.0,U,GT3,T,4.0,3.0,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,mat
GP,M,18.0,R,GT3,T,3.0,2.0,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,mat
GP,F,17.0,U,GT3,T,3.0,3.0,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,mat
GP,F,18.0,U,GT3,T,2.0,2.0,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,mat
GP,M,18.0,R,LE3,A,3.0,4.0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,mat
GP,M,17.0,U,GT3,T,3.0,1.0,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,mat
GP,F,18.0,R,GT3,T,4.0,4.0,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,mat
GP,M,18.0,U,GT3,T,4.0,2.0,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,mat
GP,F,18.0,R,GT3,T,2.0,1.0,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,mat
GP,F,19.0,U,GT3,T,3.0,3.0,other,services,home,,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,mat
GP,F,18.0,U,GT3,T,2.0,3.0,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,mat
GP,F,18.0,U,LE3,T,1.0,1.0,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,mat
GP,M,17.0,R,GT3,T,1.0,2.0,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14,mat
GP,F,17.0,U,GT3,T,2.0,4.0,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,mat
GP,F,17.0,U,LE3,T,2.0,2.0,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,mat
GP,F,18.0,R,GT3,A,3.0,2.0,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,mat
GP,M,18.0,U,GT3,T,4.0,4.0,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,mat
GP,F,18.0,U,GT3,T,4.0,4.0,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,mat
GP,M,18.0,U,LE3,T,4.0,3.0,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,mat
GP,M,17.0,U,LE3,A,4.0,1.0,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,mat
GP,M,17.0,U,LE3,A,3.0,2.0,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,mat
GP,F,18.0,R,LE3,T,1.0,1.0,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,mat
GP,F,18.0,U,GT3,T,1.0,1.0,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,mat
GP,F,17.0,U,GT3,T,2.0,2.0,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,mat
GP,M,17.0,U,GT3,T,1.0,1.0,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,mat
GP,F,18.0,U,GT3,T,2.0,2.0,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19,mat
GP,F,17.0,U,GT3,T,1.0,1.0,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12,mat
GP,M,18.0,U,GT3,T,2.0,1.0,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,mat
GP,M,18.0,U,LE3,A,4.0,4.0,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,mat
GP,M,18.0,U,GT3,T,4.0,2.0,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,mat
GP,F,17.0,U,GT3,T,4.0,3.0,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15,mat
GP,F,18.0,U,LE3,T,2.0,1.0,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13,mat
GP,F,17.0,R,LE3,T,3.0,1.0,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18,mat
GP,M,18.0,R,LE3,T,3.0,2.0,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,mat
GP,M,17.0,U,GT3,T,3.0,3.0,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11,mat
GP,F,19.0,U,GT3,T,4.0,4.0,health,other,reputation,,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,mat
GP,F,18.0,U,LE3,T,4.0,3.0,other,other,home,,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,mat
GP,F,18.0,U,GT3,T,4.0,3.0,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14,mat
GP,M,18.0,U,LE3,T,,,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,mat
GP,F,18.0,U,LE3,A,4.0,4.0,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11,mat
GP,M,17.0,U,LE3,T,4.0,4.0,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10,mat
GP,F,17.0,U,GT3,T,4.0,2.0,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14,mat
GP,F,17.0,U,GT3,T,3.0,2.0,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18,mat
GP,M,19.0,U,GT3,T,3.0,3.0,other,other,home,,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,mat
GP,F,18.0,U,GT3,T,2.0,4.0,services,at_home,reputation,,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,mat
GP,M,20.0,U,GT3,A,3.0,2.0,services,other,course,,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18,mat
GP,M,19.0,U,GT3,T,4.0,4.0,teacher,services,reputation,,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8,mat
GP,M,19.0,R,GT3,T,3.0,3.0,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12,mat
GP,F,19.0,U,LE3,T,1.0,1.0,at_home,other,reputation,,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10,mat
GP,F,19.0,U,LE3,T,1.0,2.0,services,services,home,,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0,mat
GP,F,19.0,U,GT3,T,2.0,1.0,at_home,other,other,,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13,mat
GP,M,19.0,U,GT3,T,1.0,2.0,other,services,course,,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11,mat
GP,F,19.0,U,LE3,T,3.0,2.0,services,other,reputation,,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11,mat
GP,F,19.0,U,GT3,T,1.0,1.0,at_home,health,home,,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13,mat
GP,F,19.0,R,GT3,T,2.0,3.0,other,other,reputation,,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,mat
GP,F,18.0,U,GT3,T,2.0,1.0,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,mat
GP,F,18.0,U,GT3,T,4.0,3.0,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,mat
GP,F,17.0,R,GT3,T,3.0,4.0,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10,mat
GP,F,18.0,U,GT3,T,4.0,4.0,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11,mat
GP,F,17.0,U,GT3,A,4.0,3.0,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,mat
GP,F,17.0,U,GT3,T,2.0,2.0,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9,mat
GP,F,17.0,R,LE3,T,2.0,2.0,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,mat
GP,F,17.0,U,GT3,T,3.0,1.0,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,mat
GP,F,17.0,U,LE3,T,0.0,2.0,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15,mat
